SMILES,SLogP,SMR,MW,TopoPSA,BertzCT
O=C(c1ccc(Cn2nnc3ccccc32)cc1)N1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1,3.238100000000002,134.94429999999994,487.1678106600007,96.78,1455.9216795891095
COc1cc(NC(=O)Cn2c(=O)nc(N3CCC[C@H](C)C3)c3ccccc32)cc(OC)c1OC,3.2973000000000017,131.34169999999995,466.2216200600008,94.92,1230.7699665019074
ClCC[NH+]1C[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C1,0.7859999999999996,54.09470000000004,200.12005370809,4.44,188.266959750865
CC(C)(C)[C@@H]1CCC2=C3C(=O)N=C(CCC(=O)NCc4cccs4)N=C3S[C@@H]2C1,4.739900000000004,120.47770000000004,429.1544691040008,124.43,906.9869246868024
CCCCC[C@H](Br)CC,3.7402000000000033,47.14800000000003,192.051362644,0.0,52.52932501298081
Cc1ccc(S(=O)(=O)c2ccc(NNC(=O)c3ccc(C)c(C)c3)cc2)cc1,4.201560000000002,110.07770000000002,394.1351135640006,83.65,1103.5237420645503
C[C@@H]1Cc2ccccc2N1C(=O)CSCc1nc2sc3c(c2c(=O)[nH]1)CCCC3,4.074400000000003,120.13870000000006,425.1231689760007,119.6,1150.6551558616145
CCOCCN1CC[NH+](C[C@H]2CCCCO2)CC1,-0.2074999999999975,72.08770000000005,257.22235458809,26.14,211.8395310957778
C=C(C)C[C@@H]1C(Br)=CCC[N+]1(C)C,3.0801000000000016,61.82140000000004,244.06953812809,0.0,240.4748338741608
O=C1CCCN1c1ccc(C(F)(F)F)cc1,2.832200000000001,53.03100000000002,229.0714486,20.31,396.6858564831849
CC(C)(C)C[NH2+]CC1C(C)(C)C1(C)C,2.2781,62.16640000000005,198.22162631609,16.61,193.76567760326083
BrCC[C@@H]1OCCc2ccccc21,3.0854000000000017,57.25000000000004,240.014977136,9.23,285.17369729722583
O=C(NCc1cccnc1)Nc1ccccc1,2.4033000000000007,66.53740000000003,227.105862036,54.02,470.53795259979046
Cc1nc(C(C)(C)C)sc1C(=O)NCCNC(=O)c1ccco1,2.5018200000000004,88.92540000000004,335.13036253200056,112.47,683.9890680775575
F[C@H]1CCCC[C@@H]1Br,2.662000000000001,36.079,179.99499064,0.0,64.92878689342031
Cc1nn2c(/C=C3/C(=N)N4N=CSC4=NC3=O)c(-c3ccccc3)nc2s1,3.0151900000000014,107.10469999999998,393.0466499720003,152.61,1202.8276235956798
CN(C)c1ccc(-n2cccc2/C=C2/C(=O)N(c3ccc(Br)cc3)C(=S)N=C2[O-])cc1,3.7797000000000023,129.734,493.0339324959105,95.99,1211.1332980809125
Cc1c(C(=O)N[C@H](C)c2ccncc2)nnn1-c1cccc([N+](=O)[O-])c1,2.3699200000000005,92.86860000000004,352.1283883720004,115.84000000000005,954.141883135444
CN1CCO[C@H](Cn2ccc3c2CC(C)(C)CC3=O)C1,1.9738,78.10150000000004,276.18377800800056,34.47,518.5465906617502
CN(CCCCCBr)C[C@H]1CCC[NH+]1C,1.1605,69.91770000000005,277.1273873520906,7.680000000000001,163.70110897739713
OC1CCC([NH2+][C@H]2CCNC2)CC1,-0.784799999999999,51.462900000000026,185.16483971209,48.870000000000005,149.00373543888384
CC(C)CO[C@H]1CC[NH+](Cc2ccsc2)C1,1.5778999999999996,67.91470000000005,240.14166174409,41.91,296.8910554781622
CC[NH+](C)[C@@H](C)C(=O)NCc1ccccc1Cl,0.8793000000000004,70.18840000000004,255.12586736009,33.54,381.4371411604736
CC1(C)[C@H]2CC[C@]1(C)[C@H]([NH3+])C2,1.4431,45.90510000000001,154.15902606009,27.64,185.3117986128446
N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)C(=O)NCc1cccnc1,4.065880000000003,125.3281,450.14403843600047,126.74,1388.3539629087547
C[NH2+][C@H](C=C(C)C)c1ccc(Br)cc1,2.6496000000000013,64.16340000000002,254.05388806409,16.61,309.5985435506629
Cc1cccc(Oc2ccc(NC(=O)[C@H](C)NS(=O)(=O)c3cccs3)cc2)c1,4.154320000000002,110.4272,416.08644912000057,121.12,1046.0744458370548
COC(=O)c1ccn(C(=O)c2ccccc2C)n1,1.66662,64.47400000000002,244.084792244,61.19,601.7887544449883
COc1cc2c(cc1OC)[C@@H](c1cccs1)N(C(=O)Cn1cnc3c1c(=O)n(C)c(=O)n3C)CC2,1.6866999999999994,131.34000000000003,495.15763990000073,128.83,1549.2626170085234
CCC(CC)[NH+]1CCC(=O)CC1,0.4228,49.307700000000025,170.15394068009,21.51,141.91756911170347
COc1ccc(S(=O)(=O)N[C@@H](C(=O)N2CC[C@@]3(O)CCCC[C@@H]3C2)c2ccccc2)cc1,2.8684000000000003,120.60330000000002,458.1875430600009,104.32,1041.8190707550657
C[C@H](Sc1ccccc1)C(=O)NNC(=O)c1csc(N2CCOCC2)n1,1.9214999999999995,102.51590000000004,392.0976825000006,137.1,747.4760789503679
O=C(Nc1nc2c(ccc3ccccc32)s1)c1ccc(S(=O)(=O)N2CCCC2)cc1,4.486300000000004,119.51400000000002,437.0867834680005,115.98999999999998,1355.6829730702436
COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(C(=O)Nc2ccc3ccccc3c2)cc1,4.809700000000003,128.8001,477.0994563280005,136.01999999999998,1501.1896888501678
CN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S,4.387300000000002,98.25800000000002,357.99044056000025,131.97,937.5342607077222
O=C(NCCCCn1cnnc1)c1ccc(F)cc1,1.6273999999999995,67.98920000000003,262.12298932000016,59.81,509.9493037487252
CC[C@H](CO)NC(=O)C[C@@H](C)COC,0.5460999999999998,54.96450000000005,203.152143532,58.56,157.4461005096926
Cc1ccc(NC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)c2cccs2)cc1C,3.893240000000002,113.12020000000004,414.1071845640006,111.89,1046.5194543542846
O=C(Cn1nc(-c2ccc(F)cc2)oc1=O)OCc1nc2ccccc2s1,2.9955000000000016,95.57300000000002,385.0532550840004,115.46,1130.290000644125
CCOC(=O)c1c(C)sc(C2=C3C(=O)NC(=O)N=C3N=C2c2ccc(CC)cc2)c1[O-],2.774020000000001,114.7092,436.0972652559105,148.49,1218.5162435899072
O=C(NC(=S)N1CCN(C(c2ccccc2)c2ccccc2)CC1)c1ccccc1,4.108500000000004,124.3792,415.1718334200007,67.67000000000002,931.5500544563996
Fc1ccccc1N1CC[NH+](Cc2c(Cl)cccc2Cl)CC1,3.037600000000001,89.47570000000005,339.0825585760905,7.680000000000001,634.607239364363
Cc1nn2cccnc2c1C(=O)N[C@H](C)c1ccc(-c2cncnc2)cc1,2.985720000000001,101.0732,358.1542091960006,85.07000000000001,1088.6279903137445
Cc1cc(F)cc(N2C[C@H]3CCC[NH+]3C[C@@H]2C)c1,1.3899199999999996,71.66370000000005,249.17615334409,7.680000000000001,425.86978386083297
C[C@H]([NH3+])C(=O)N1CC[C@]2(CC[C@H](CCl)C2)C1,0.874399999999999,64.04110000000003,245.14151742409,47.95,282.192325626572
CCS(=O)(=O)c1ccc(C(=O)Nc2cccc3c2C(=O)c2ccccc2C3=O)cc1,3.507900000000002,111.871,419.0827436440004,105.76,1307.6750615491967
CC(=O)[C@H]1CC(Cl)=C(Cl)C(Cl)=C1Cl,3.973700000000001,56.25200000000001,257.917275532,17.07,316.1057163358342
COc1cc(NC(=S)NC(=O)c2cc(Cl)ccc2Cl)ccc1NC(=O)C(C)C,4.723300000000003,116.61060000000002,439.0524178280005,111.55,919.2920183015514
Cn1cc(CC(=O)O[C@H](C#N)C2CC2)c2ccccc21,2.56618,74.84000000000005,268.12117775200034,55.02,692.0550514018737
Cc1cc(NC(=O)CSc2nc3ccc(N4CCOCC4)cc3c(=O)n2Cc2ccccc2)no1,3.308620000000002,135.17269999999994,491.1627252800007,127.79,1396.2570010566158
Fc1c(CBr)ccc2ccccc12,3.873800000000002,56.53700000000002,237.979340576,0.0,437.0383666149001
CC(C)=CC(=O)C[C@@](O)(c1ccccc1)C(F)(F)F,3.361900000000002,65.44880000000003,272.1024143800004,37.3,473.2144858948639
C[C@@H]([NH2+][C@@H]1CC2(CCC2)Oc2ccccc21)c1ccc(S(N)(=O)=O)cc1,2.4049000000000005,99.16560000000004,373.1580400800906,94.38,904.9084669028916
CC(=C/c1ccc(C(C)C)cc1)/C=N/NC(=O)C(=O)Nc1cccc([N+](=O)[O-])c1,3.8622000000000014,112.54280000000004,394.16410518400056,113.70000000000002,962.9013165697164
Cc1nc(C)c(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(Cl)cc4s3)[C@H]2c2ccccc2F)s1,4.747340000000002,124.2015,498.0154627879105,142.7,1493.3817550529072
CCC[C@@](C)(C(=O)[O-])[C@H]1CCOC1,0.5791999999999999,46.94800000000003,185.11831798391,49.36,184.60887964150504
CC(C)Cc1nnc(NC(=O)c2ccc(/C=C3/SC(=S)N(C)C3=O)cc2)s1,3.8199000000000014,113.78220000000005,418.0591888160005,160.82,918.9428840947623
Cc1ccccc1Cn1cc(/C=C2/C(=N)N3N=C(Cc4cccs4)SC3=NC2=O)c2ccccc21,5.921390000000005,145.2526999999998,495.11875229200064,127.35,1576.108774240441
CC[NH2+][C@@H](c1cncc(Br)c1)C(CC)CC,2.904700000000001,71.21640000000004,285.09608722409064,29.5,310.55583312377763
CC(=O)c1c(F)ccc(C)c1Cl,2.990120000000002,46.15150000000002,186.024770776,17.07,333.5455746418565
O=C(Nc1cccc(S(=O)(=O)N2CCCCCC2)c1)[C@H]1Cc2ccccc2S1,3.906800000000003,112.08950000000004,416.1228346280007,100.16,942.1209180264664
CO/C([O-])=C1/C(=O)N=C(SCC(=O)Nc2ccc3c(c2)OCO3)[C@@H](C#N)[C@H]1c1ccc(Cl)cc1,2.8209800000000005,123.4257,498.0532075239105,158.37,1238.2568384921176
N#Cc1cc(NC(=O)c2ccccc2NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)ccc1Cl,3.434380000000001,120.2901,467.0455026080005,156.08999999999995,1567.1007466523822
CCCOC[C@H]1CC[C@H](Br)C1,2.976600000000001,51.16600000000004,220.046277264,9.23,105.73585546369786
COc1cc(OC)cc([C@@H](C)C[C@@H](C)Cl)c1,3.824700000000002,67.89300000000004,242.107357528,18.46,314.45452081251267
Cc1ccccc1CS(=O)(=O)N1CCC(C(=O)N2CCN(c3ccccc3F)CC2)CC1,3.024720000000001,123.29280000000006,459.19919104000087,69.31,1059.664048723013
NC(=O)c1ccc(NC[C@H](c2cccs2)c2c[nH]c3ccccc23)c([N+](=O)[O-])c1,4.480500000000003,114.56470000000002,406.1099614360005,142.29000000000002,1183.8445512546054
Cc1nc(C)c(CCC(=O)N2CCC(c3nc4ccccc4s3)CC2)c(=O)[nH]1,3.335240000000001,110.82770000000006,396.16199700800064,107.19,1030.6979855089294
COc1ccc(OC)c(/C=C(\NC(=O)c2ccccc2)C(=O)N/N=C2\C(=O)Nc3c(C)cc(C)cc32)c1,3.564140000000002,140.6565999999999,498.1903199320008,118.12,1444.426620226065
O=C([O-])C1CCC(CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)n2c(O)nc3ccccc3c2=O)CC1,2.0397,132.1722,487.19869354391074,140.14,1482.5868233594558
CCn1c(SCC(=O)Nc2ccccc2[N+](=O)[O-])nc2sc3c(c2c1=O)CC[C@H](C)C3,4.241700000000003,123.19310000000006,458.1082471840006,160.67000000000002,1234.0781623489747
CNC(=O)/C(C#N)=C/c1c(N2CCC(C(N)=O)CC2)nc2ccccn2c1=O,0.0491800000000002,103.25010000000005,380.1596885000006,133.59,1057.503900138257
O=C([O-])c1ccc(-n2cccc2)c(F)c1,0.9799,50.05750000000001,204.04663026391,45.06,491.2939581489708
CCn1nc(NC(C)=O)c2cc3cc(C)ccc3nc21,2.871220000000001,79.74870000000004,268.1324111320004,59.81,819.4581201522591
CCS(=O)(=O)c1cccc(C(=O)Nc2nnc(-c3cccc(SC(C)C)c3)o2)c1,4.283000000000003,112.84900000000002,431.0973481520006,135.84,1124.0148107833584
CCO[C@H]1C[C@@H](NC(=O)C(=O)Nc2cc(C(C)C)on2)C12CCCC2,2.5905,92.08440000000004,349.2001563440008,93.46,634.0206229795544
O=C(COc1ccccc1F)N[C@H]1C[C@H]2CC[C@@H]1C2,2.5093000000000005,69.27370000000003,263.1321570360002,38.33,476.96830795620826
COc1cc(NC(=O)C2CCN(S(=O)(=O)c3cccs3)CC2)c(Cl)cc1C(=O)[O-],1.813,106.76600000000003,457.03002955591046,152.46,1015.2223559300832
Cc1cc(F)cc(-n2nc(C(=O)[O-])c3c2CC[C@H](C)C3)c1,1.80812,73.77850000000002,287.12012955191045,57.95,701.0573227392005
Cc1ccccc1[C@H](CCl)c1ccccc1,4.365720000000003,70.18400000000004,230.08622816,0.0,448.0019476232037
C[C@@H](O)c1cccc(N(C)C)c1,1.8059,51.40280000000004,165.1153641,23.47,232.5204214917904
CC(C)[NH+](C)Cc1cccc(Br)c1,1.8722,59.86870000000004,242.05388806409,4.44,270.5477183097048
Cc1ccc2c(C)ccc(C)c2n1,3.160060000000001,55.95400000000002,171.104799416,12.89,457.8762845243794
CCOc1ccc(NC(=O)[C@H]2CC(=O)Nc3nc(N4C[C@@H](C)C[C@@H](C)C4)[nH]c(=O)c32)cc1,2.7154,122.24410000000005,439.2219544080008,116.42,1055.0466957744088
CSCCC[NH2+][C@@H]1CS[C@H](C)C1,1.1969,60.11640000000004,206.10316806009,67.21,119.09616281328596
CC[NH2+][C@@H](C)CSCC[NH+](C)C,-1.1640999999999964,56.93110000000004,192.16492260818,46.35,96.52932501298082
COc1cc(-c2n[nH]c3c2[C@H](c2cccs2)C(C#N)=C(N)O3)cc(OC)c1OC,3.3821800000000017,107.29610000000002,410.1048760560005,143.65,1103.050494222409
Cc1ccc(-c2cc(C(=O)Nc3ccc(C)c(S(N)(=O)=O)c3)c3cnn(C(C)C)c3n2)s1,4.257240000000002,126.46840000000005,469.12423159600064,156.59,1451.7575943862685
COc1ccc(C2=NN=C3N=C(c4ccc(NC(C)=O)cc4)C=C(C(=O)[O-])[C@@H]32)cc1,1.5651999999999997,110.8287,401.1255286039104,115.54,1142.664936152911
CNc1nc(C(=O)N[C@H]2CCCc3c2cnn3-c2ccc(C(C)(C)C)cc2)cs1,4.475400000000004,117.06990000000005,409.1936314840008,100.08,1012.7497958021104
Cc1ccc(-n2c(SCC(=O)Nc3ccccc3[N+](=O)[O-])nc3sc(C)c(C)c3c2=O)cc1,5.011460000000004,131.8781,480.09259712000056,160.67000000000002,1441.6164495913097
CC(C)n1c(SCC(=O)Nc2nc(-c3ccc(F)cc3)cs2)nc2ccccc2c1=O,4.970800000000004,123.24970000000002,454.0933460680005,130.42,1299.112459221176
Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)c1ccccc1[N-]S(=O)(=O)c1cccs1,5.053620000000003,129.337,498.0466826639105,144.14,1415.7545840655675
Cc1nc(-c2ccc(S(=O)(=O)N3CCN(C4c5ccccc5-c5ccccc54)CC3)s2)cs1,5.256320000000005,134.21679999999995,493.0952399760007,118.37,1386.870427903493
C[C@@H](C1CC1)N(C(=O)c1ccc(F)cc1)C1CC1,3.2288000000000023,67.77750000000003,247.137242416,20.31,448.0663352267418
Cc1cc(F)ccc1NC(=O)[C@@H](C)n1nc(-c2ccc(C)c(S(N)(=O)=O)c2)c2c(c1=O)CCCC2,3.3921400000000013,131.1629,498.1737045640007,132.52999999999997,1498.0320712549349
CC(C)Oc1ncccc1CNC(=O)NNC(=O)c1ccccc1Cl,2.6664000000000003,94.29060000000004,362.1145681480005,92.35,752.1777478601723
CN1CCc2c1[nH+]c1c(c2N)CCCC1,0.9540000000000002,61.02610000000003,204.14952399609,43.400000000000006,408.0685257115054
Cc1nc2ccc(NC(=O)c3ccc(S(=O)(=O)N4CCCC[C@H]4C)cc3)cc2s1,4.420120000000003,115.95700000000004,429.1180835960007,115.98999999999998,1153.6329715145382
O=C(Nc1ccc(-c2nnc3n2CCCCC3)cc1)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1,3.083800000000002,126.94400000000005,499.1689535320007,114.79999999999998,1334.44436124925
C[C@@H](NC(=O)c1cc(Br)cs1)[C@@H]1CCCO1,2.807900000000001,67.92120000000003,302.9928617880004,66.57,373.8163967962586
CC[NH+](CC(=O)Nc1c(C#N)c(C)c(C)n1C1CCCC1)C[C@@H]1COc2ccccc2O1,2.7750200000000005,122.34640000000005,437.2547173360908,80.72,1016.9248481723886
CCc1ccc2c(c1)[C@@H](Cl)[C@@H](C)[C@@H]2CC,4.672200000000004,66.61000000000004,222.117528288,0.0,356.3563749523919
C/C(Br)=C\CCCBr,3.460200000000002,45.71200000000002,239.91492452,0.0,72.59772060569361
Cc1ccccc1-c1nnc(SCC(=O)Nc2ncc(Cl)c(C)c2Cl)o1,4.7860400000000025,102.8187,408.0214520480004,106.21,961.6859754945688
CC[NH+](C[C@H](C)CBr)CC(C)(C)O,0.6931,60.49350000000005,252.09575287609,24.67,133.37666038263364
COc1ccc([C@H]2CCCCC[NH+]2Cc2cccc(S(=O)(=O)N3CCOCC3)c2)cc1,2.416300000000001,119.75650000000006,445.2155549560909,68.66,955.7995191940564
CCc1cccc(CC)c1NC(=O)[C@H](CC)Sc1nnc(C)n2c1cc1occc12,5.4181200000000045,121.25970000000004,422.1776470720008,97.73,1188.5850896112229
COc1cccc(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(OC)cc4s3)[C@H]2c2ccccc2F)c1,4.037800000000003,127.1495,489.09259447591046,120.03,1512.666792086946
CC[NH2+][C@@H](C)C[C@H]1CCCCC[NH2+]1,-0.1456999999999978,55.59380000000003,186.20850167218,33.22,117.2586863990795
CCC1CCC([C@H](Cl)CC)CC1,4.220200000000004,55.67100000000005,188.133178352,0.0,114.17252007189916
O=C1CC[C@H]2OC[C@H](c3ccccc3)N12,1.7064,55.00300000000004,203.094628656,29.54,376.46832609626006
C[NH+](Cc1cnn(C(C)(C)C)c1)[C@@H](CCO)c1ccccc1,1.7765,88.69950000000006,302.2226889360908,42.49,571.5182464373408
O=C([O-])C[C@@H](NC(=O)C1CC=CC1)C1CC1,-0.0126000000000001,56.142700000000026,222.11356695191,69.22999999999999,312.22556248918266
COc1cccc(C(=O)Nc2ccccc2SCc2cc(=O)n3nc(C4CC4)sc3n2)c1,4.581600000000004,126.05920000000005,464.09768250000064,139.13,1360.867924134042
Cc1ccc(C[NH2+]CCc2ccccn2)cc1C,2.00454,74.35340000000004,241.16992509209,29.5,491.7050765165602
CN1[C@H]2CC[C@@H]1C[NH+](Cc1ccc(Cl)c(N)c1)CC2,1.1736000000000006,79.45510000000004,280.15750183609066,33.7,462.7039506892969
O=C1CCCC2=C1[C@H](c1cccc([N+](=O)[O-])c1)n1nc(SCc3ccc(Cl)cc3)nc1N2,5.154000000000004,121.7771,467.0818881160006,128.25,1254.7071452731907
C[C@]1(c2ccccc2)NC(=O)N(NC(=O)COC(=O)c2cccc3c2C(=O)c2ccccc2C3=O)C1=O,2.1172,127.34590000000004,497.1222999480005,138.95,1515.389161692797
Br[C@H]1CC[NH2+]C1,-0.2830000000000001,28.991399999999995,149.99128780809,16.61,40.8127439131334
COc1ccc2c(c1)[C@]1(CC2)C[NH2+][C@@H](C)[C@@H](C)O1,1.2073000000000005,69.79440000000004,248.16450536409,35.07,459.8068654619941
N#Cc1ccccc1C[NH+]1CCCC1,0.7369800000000002,54.791700000000034,187.12297490009,28.23,345.5845163250597
C[C@@H](C(=O)NCCC1=CCCCC1)N1CC[C@@]2(CCC1=O)NC(=O)c1cccnc1N2,2.3408999999999995,117.26060000000004,425.2426898520009,103.43,898.953066898816
Cc1cc(C)c(NC(=O)CNC(=O)c2ccc3c(c2)NC(=O)CS3)c(C)c1,3.024560000000001,107.41160000000002,383.1303625320005,112.6,917.0594467809834
CN1CCN(C(=O)c2cc(-c3cccs3)n(CC(=O)NC3=NCCS3)n2)CC1,1.2182,111.84320000000004,418.1245659440007,136.37,884.0329200413735
O=C(CCC1=NC(=O)C2=C3CCCC[C@H]3SC2=N1)OCCN1C(=O)c2ccccc2S1(=O)=O,2.4777000000000005,121.60730000000002,487.0871773920005,156.22,1264.4282675454845
Cc1cc(C)c(NC(=O)Cc2cccc(C(F)(F)F)c2)c(Cl)n1,4.551840000000003,82.49870000000001,342.0746754080004,41.99,721.3405863977175
CC1(C)C([C@H]([NH3+])Cc2ccc(F)c(F)c2)C1(C)C,2.8000000000000007,67.79010000000004,254.17148256409,27.64,451.5614477245784
CCc1ccc(CN(C)C(=O)CSc2ncnc3c2cnn3C)cc1,2.676400000000001,99.32200000000005,355.1466812920006,89.21000000000001,874.8087391960876
CSc1ccccc1-c1onc(N)c1-c1ccc(C)cc1,4.621120000000003,88.30540000000002,296.09833413200045,77.35,762.7162148723481
C=CCn1c(SCC(=O)NC(=O)Nc2ccc3c(c2)OCO3)nc2sc(CC)cc2c1=O,3.375500000000001,123.90540000000006,472.0875117400005,165.09000000000003,1267.043872687503
CC(C)(C)C[NH+]1CC[C@@H](C[NH+]2CCCCC2)C1,0.0061000000000028,72.54040000000006,240.25545186418,8.88,225.5665438515373
CC[C@H]1C[NH+]2CCC[C@@H]2CN1c1c(F)cccc1F,1.6107,71.50170000000004,267.1667315320903,7.680000000000001,443.2088381914605
Cc1ccc2occ(/C=N/NC(=O)CCC(=O)Nc3ccc(C(=O)[O-])cc3)c(=O)c2c1,1.333919999999999,111.59390000000003,420.1201088759104,140.9,1228.2199776280097
N#Cc1c(NC(=O)CSc2nnc3n(-c4ccccc4)c(=O)c4ccccc4n23)sc2c1CCC2,4.186080000000003,136.5026999999999,498.09326581600055,158.62,1711.7063362142646
O=C([O-])COc1cccc(/C=C2\SC(=O)N(c3cccc(Cl)c3)C2=O)c1,2.7096,96.84600000000005,388.00519471191024,112.04,927.3024015085152
Cc1cccc(C)c1CC[NH2+][C@H](C)c1c(C)nn(C)c1C,2.520880000000001,87.50940000000004,286.22777431609074,34.43,605.3839433511484
O=C(Nc1ccc(F)cc1)N1CCC(c2nc(=O)c3nnn(Cc4ccccc4)c3[nH]2)CC1,3.113500000000001,120.4544,447.1819011640007,108.79999999999998,1326.691220622795
CCn1c(S[C@H](C)c2nc3sc4c(c3c(=O)[nH]2)CC[C@@H](C)C4)nc2ccccc2c1=O,4.692500000000004,127.37870000000004,452.1340680080007,134.18,1419.1225362728396
NC(=O)c1c(NC(=O)CSc2nccn2-c2ccc(Cl)cc2)sc2c1CCCC2,4.295700000000003,117.40660000000004,446.06379552800047,143.54999999999998,1059.1231710308036
CC[C@@H](Oc1ccc2c3c(c(=O)oc2c1)CCCC3)C(=O)N1CC[C@]2(O)CCCC[C@@H]2C1,3.982800000000003,121.93780000000008,439.2358731560009,79.98,1075.8070619386217
CCCn1nc(-n2cnnc2)c(NS(=O)(=O)c2cc(Cl)ccc2OC)c1C,2.6450200000000006,100.98450000000004,410.0927871480005,112.31,1046.547584121775
C=CCn1c(S[C@H](C)C(=O)Nc2ccc(S(N)(=O)=O)cc2)nc2cc(Cl)ccc2c1=O,3.002600000000001,122.9739,478.0536247680005,157.83,1321.4995227907616
Cc1cc([C@@]2([NH3+])CCCC2(C)C)ccc1F,2.7814200000000007,63.33510000000003,222.16525431209,27.64,411.1964103837155
Cc1ccc(C(=O)Nc2ccccc2)cc1NC(=O)Cn1c([N+](=O)[O-])cnc1C,3.2991400000000013,107.82230000000004,393.14370408800056,119.16,1075.7305413993774
Cc1c(NS(=O)(=O)c2ccc(N3C[C@@H](C)C[C@H](C)C3)c([N+](=O)[O-])c2)c(=O)n(-c2ccccc2)n1C,3.6757200000000023,134.80989999999994,499.1889400280008,127.86,1418.4718247215
Nc1nc(CSc2nnc(-c3ccccc3)o2)nc2ccccc12,3.5543000000000013,93.2454,335.0840810360004,116.02,986.626620908384
C[C@@H]1C[C@@H]1N1C(=O)[C@H]2CCCN2C(=O)[C@H]1C,0.6164999999999998,58.61200000000004,222.136827816,40.620000000000005,354.9279231963693
CC[NH+]1CC[C@H](N(C)C(=O)Cc2csc(C)n2)[C@H](C)C1,0.7656200000000009,82.13170000000005,296.17910987209075,65.88,459.7260323166224
Cc1nc(NC(=O)Cc2c[nH]c3ccccc23)sc1SCC(N)=O,2.69142,97.40180000000004,360.07146775200044,154.41000000000005,900.5096130501285
NC(=S)N/N=C1\C(=O)Nc2cc3c(cc21)oc1ccccc13,2.0754,88.80779999999999,310.05244656000025,124.74,989.7853339341486
COCC[NH2+]C[C@H](C)c1ccccc1Cl,1.6533000000000004,63.40240000000004,228.11496832809,25.84,290.70553769187575
CC(C)n1nc(C(=O)NNC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)c2ccccc2c1=O,3.904900000000002,140.32039999999984,492.1909886280007,110.91000000000004,1656.4918432719228
COc1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(Cl)c(C(=O)[O-])c4)o3)SC2=S)cc1,4.377900000000003,122.1305,469.9929157759103,140.2,1232.9531994836032
COc1ccc(-n2c(C)cc(/C=c3\c(=O)nc4s/c(=C/C(=O)N5CCCC5)[nH]n-4c3=N)c2C)cc1,1.1872099999999997,133.99339999999998,490.1787096920008,137.24,1617.2780895429169
COc1ccccc1NC(=O)CSC1=NC(=O)[C@H]2SC(=S)N(c3ccc(Cl)cc3)C2=N1,4.221900000000003,131.86669999999992,489.9994810200005,166.04999999999998,1120.908074783768
C[NH+]1CCC[C@H](CNc2cc[nH+]c3ccsc23)C1,1.0520000000000005,76.21510000000005,263.1445215121802,58.85,522.4883905121675
O=[N+]([O-])c1cnc(Br)s1,1.8138,36.4684,207.894210372,84.27,235.4715490331534
CCN1/C(=C2\SC(=S)N(c3cccc(C)c3)C2=O)Sc2ccccc21,5.161020000000003,111.199,384.0424761320004,106.24,922.3901538240218
C[C@@H]1C[NH+](C[C@H](O)C(F)(F)F)C[C@@H]1C,0.0803,45.95350000000002,212.12567524409,24.67,184.9863131460432
NC(=O)C[C@@H]1CCC[NH+](Cc2cccc(F)c2Cl)C1,1.1494000000000002,72.34610000000004,285.1164455480905,47.53,466.7592282167817
O=C(c1ccc(Cl)o1)N1CCSCC1,2.122,56.94650000000002,231.01207724,58.75,333.3078743375202
CC(C)(C)OC(=O)N1CCC(C(=O)N2CCC[C@@H]2c2cc(Nc3ccccn3)[nH]n2)CC1,3.858900000000002,120.32640000000004,440.253588884001,103.45,930.7084106770494
COC(=O)[C@H](C)C[NH2+][C@@H](C)C(C)C,0.4034000000000002,52.27240000000003,188.16450536409,42.91,157.00373543888384
O=C(NC(=S)Nc1ccc(C(=O)OC2CCCCC2)cc1)c1ccccc1,4.302900000000004,108.8594,382.1351135640006,99.52,799.9362494877855
O[C@@H](CBr)C1CC1,1.1522,32.52479999999999,163.983677008,20.23,61.10049400592804
CCN1CCc2ccc(Cl)cc2[C@H]1C,3.2790000000000017,60.81800000000004,209.097127192,3.24,335.09365604849944
Cc1cc(NC(=O)[C@@H](C)SCC(=O)N2CCC(c3nc4ccccc4s3)CC2)no1,4.059120000000003,119.96470000000002,444.1289826280007,141.87,1006.7373760333744
CN(CCc1ccc(F)cc1)C(=O)/C=C/c1ccccc1,3.5400000000000027,83.21700000000004,283.1372424160005,20.31,604.8752698066306
IC[C@@H]1CCC[NH2+]1,0.1472000000000001,38.7014,211.99307377209,16.61,50.041843979966416
C=C(Cl)Cc1ccc(CC)cc1,3.5440000000000023,54.51700000000003,180.070578096,0.0,258.8375309700455
O=C([O-])C1=CN(c2ccccc2)C[NH2+][C@H]1c1ccc(NC(=S)NC(=O)c2cc3ccccc3o2)cc1,2.2756000000000007,137.88729999999993,498.1361761840006,146.33999999999995,1431.1823335466097
